documentType	response_error	response_message	created_at	last_uploaded_at	number_of_attempts
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:30	2018-09-02 20:08:52	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:30	2018-09-02 20:08:51	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:29	2018-09-02 20:08:50	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:25	2018-09-02 20:08:49	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:24	2018-09-02 20:08:47	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:19	2018-09-02 20:08:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:24	2018-09-02 20:08:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:18	2018-09-02 20:08:45	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:18:18	2018-09-02 20:08:43	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:18	2018-09-02 20:08:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:18:16	2018-09-02 20:08:41	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:14	2018-09-02 20:08:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:13	2018-09-02 20:08:39	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:12	2018-09-02 20:08:38	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:18:11	2018-09-02 20:08:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:18:09	2018-09-02 20:08:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:08	2018-09-02 20:08:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:08	2018-09-02 20:08:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:18:08	2018-09-02 20:08:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:07	2018-09-02 20:08:32	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:04	2018-09-02 20:08:31	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:03	2018-09-02 20:08:30	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:03	2018-09-02 20:08:29	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:01	2018-09-02 20:08:28	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:01	2018-09-02 20:08:27	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:18:01	2018-09-02 20:08:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:18:00	2018-09-02 20:08:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:55	2018-09-02 20:08:24	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:53	2018-09-02 20:08:23	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:51	2018-09-02 20:08:22	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:50	2018-09-02 20:08:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:49	2018-09-02 20:08:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:48	2018-09-02 20:08:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:46	2018-09-02 20:08:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:45	2018-09-02 20:08:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:43	2018-09-02 20:08:16	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:42	2018-09-02 20:08:15	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:41	2018-09-02 20:08:14	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:41	2018-09-02 20:08:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:39	2018-09-02 20:08:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:39	2018-09-02 20:08:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:39	2018-09-02 20:08:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:17:38	2018-09-02 20:08:09	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:19	2018-09-02 20:08:08	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:18	2018-09-02 20:08:07	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:18	2018-09-02 20:08:06	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:08	2018-09-02 20:08:05	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:08	2018-09-02 20:08:04	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:07	2018-09-02 20:08:03	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:02	2018-09-02 20:08:02	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:02	2018-09-02 20:08:01	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:17:02	2018-09-02 20:07:59	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:59	2018-09-02 20:07:58	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:59	2018-09-02 20:07:57	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:59	2018-09-02 20:07:56	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:58	2018-09-02 20:07:55	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:58	2018-09-02 20:07:54	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:58	2018-09-02 20:07:53	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:58	2018-09-02 20:07:52	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:42	2018-09-02 20:07:51	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:41	2018-09-02 20:07:50	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:40	2018-09-02 20:07:49	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:27	2018-09-02 20:07:47	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:25	2018-09-02 20:07:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:24	2018-09-02 20:07:45	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:14	2018-09-02 20:07:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:14	2018-09-02 20:07:43	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:13	2018-09-02 20:07:42	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:12	2018-09-02 20:07:41	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:11	2018-09-02 20:07:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:11	2018-09-02 20:07:39	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:11	2018-09-02 20:07:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:10	2018-09-02 20:07:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:09	2018-09-02 20:07:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:08	2018-09-02 20:07:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:08	2018-09-02 20:07:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:07	2018-09-02 20:07:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:08	2018-09-02 20:07:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:07	2018-09-02 20:07:31	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:07	2018-09-02 20:07:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:06	2018-09-02 20:07:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:04	2018-09-02 20:07:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:04	2018-09-02 20:07:26	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:03	2018-09-02 20:07:25	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:00	2018-09-02 20:07:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:16:00	2018-09-02 20:07:23	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:16:00	2018-09-02 20:07:22	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:15:59	2018-09-02 20:07:21	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:59	2018-09-02 20:07:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:15:59	2018-09-02 20:07:04	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:57	2018-09-02 20:07:03	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:56	2018-09-02 20:07:02	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:56	2018-09-02 20:07:01	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:49	2018-09-02 20:07:00	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:48	2018-09-02 20:06:59	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:48	2018-09-02 20:06:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:15:44	2018-09-02 20:06:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:15:42	2018-09-02 20:06:55	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:13	2018-09-02 20:06:54	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:12	2018-09-02 20:06:53	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:15:10	2018-09-02 20:06:52	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:15:10	2018-09-02 20:06:51	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:15:08	2018-09-02 20:06:50	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:58	2018-09-02 20:06:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:58	2018-09-02 20:06:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:50	2018-09-02 20:06:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:50	2018-09-02 20:06:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:44	2018-09-02 20:06:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:43	2018-09-02 20:06:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:43	2018-09-02 20:06:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:43	2018-09-02 20:06:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:42	2018-09-02 20:06:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:40	2018-09-02 20:06:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:37	2018-09-02 20:06:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:34	2018-09-02 20:06:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:20	2018-09-02 20:06:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:12	2018-09-02 20:05:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:14:11	2018-09-02 20:05:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:14:01	2018-09-02 20:05:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:56	2018-09-02 20:05:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:48	2018-09-02 20:05:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:18	2018-09-02 20:05:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:17	2018-09-02 20:05:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:17	2018-09-02 20:05:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:17	2018-09-02 20:05:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:13:13	2018-09-02 20:05:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:12:54	2018-09-02 20:05:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:12:53	2018-09-02 20:05:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:12:52	2018-09-02 20:05:22	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:12:52	2018-09-02 20:05:21	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:12:48	2018-09-02 20:05:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:12:47	2018-09-02 20:05:19	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:12:46	2018-09-02 20:05:18	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:12:42	2018-09-02 20:05:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:12:06	2018-09-02 20:05:13	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:12:05	2018-09-02 20:05:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:12:05	2018-09-02 20:05:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:12:03	2018-09-02 20:05:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:12:03	2018-09-02 20:05:09	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:12:03	2018-09-02 20:05:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:12:03	2018-09-02 20:05:07	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:12:01	2018-09-02 20:05:06	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:12:00	2018-09-02 20:05:05	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:12:00	2018-09-02 20:05:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:11:59	2018-09-02 20:05:03	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:11:59	2018-09-02 20:05:02	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:11:59	2018-09-02 20:05:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:11:30	2018-09-02 20:05:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:11:17	2018-09-02 20:04:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:10:31	2018-09-02 20:04:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:10:33	2018-09-02 20:04:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:10:28	2018-09-02 20:04:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:10:23	2018-09-02 20:04:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:10:16	2018-09-02 20:04:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:09:54	2018-09-02 20:04:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:09:53	2018-09-02 20:04:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:09:47	2018-09-02 20:04:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:09:52	2018-09-02 20:04:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:09:46	2018-09-02 20:04:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:09:46	2018-09-02 20:04:50	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:09:44	2018-09-02 20:04:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:09:05	2018-09-02 20:04:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:09:05	2018-09-02 20:04:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:09:00	2018-09-02 20:04:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:08:52	2018-09-02 20:04:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:08:44	2018-09-02 20:04:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:08:38	2018-09-02 20:04:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:30	2018-09-02 20:04:12	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:29	2018-09-02 20:04:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:28	2018-09-02 20:04:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:08:26	2018-09-02 20:04:09	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:24	2018-09-02 20:04:08	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:24	2018-09-02 20:04:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:23	2018-09-02 20:04:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:23	2018-09-02 20:04:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:23	2018-09-02 20:04:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:23	2018-09-02 20:04:04	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:15	2018-09-02 20:04:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:08:14	2018-09-02 20:04:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:14	2018-09-02 20:04:01	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:08:14	2018-09-02 20:04:00	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:08:01	2018-09-02 20:03:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:07:23	2018-09-02 20:03:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:07:39	2018-09-02 20:03:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:07:23	2018-09-02 20:03:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:07:21	2018-09-02 20:03:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:07:21	2018-09-02 20:03:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:07:20	2018-09-02 20:03:54	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:06:55	2018-09-02 20:03:53	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:45	2018-09-02 20:03:52	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:44	2018-09-02 20:03:51	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:19	2018-09-02 20:03:50	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:43	2018-09-02 20:03:50	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:17	2018-09-02 20:03:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:06:09	2018-09-02 20:03:48	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:07	2018-09-02 20:03:47	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:04	2018-09-02 20:03:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:06:00	2018-09-02 20:03:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:06:00	2018-09-02 20:03:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:59	2018-09-02 20:03:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:05:59	2018-09-02 20:03:42	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:59	2018-09-02 20:03:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:59	2018-09-02 20:03:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:56	2018-09-02 20:03:39	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:56	2018-09-02 20:03:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:56	2018-09-02 20:03:37	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:28	2018-09-02 20:03:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:05:28	2018-09-02 20:03:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:05:24	2018-09-02 20:03:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:05:24	2018-09-02 20:03:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:05:21	2018-09-02 20:03:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:05:14	2018-09-02 20:03:31	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:05:14	2018-09-02 20:03:30	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:05:13	2018-09-02 20:03:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:05:13	2018-09-02 20:03:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:05:10	2018-09-02 20:03:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:05:10	2018-09-02 20:03:26	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:04:56	2018-09-02 20:03:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:05:09	2018-09-02 20:03:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:04:55	2018-09-02 20:03:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:04:55	2018-09-02 20:03:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:04:54	2018-09-02 20:03:22	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:04:30	2018-09-02 20:03:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:04:12	2018-09-02 20:03:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:55	2018-09-02 20:03:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:52	2018-09-02 20:03:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:48	2018-09-02 20:03:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:47	2018-09-02 20:03:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:46	2018-09-02 20:03:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:43	2018-09-02 20:03:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:43	2018-09-02 20:03:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:35	2018-09-02 20:03:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:03:33	2018-09-02 20:03:11	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:31	2018-09-02 20:03:10	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:30	2018-09-02 20:03:09	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:29	2018-09-02 20:03:08	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:29	2018-09-02 20:03:07	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:07	2018-09-02 20:03:06	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:05	2018-09-02 20:03:05	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:04	2018-09-02 20:03:04	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:02	2018-09-02 20:03:03	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:03:01	2018-09-02 20:03:02	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:02:59	2018-09-02 20:03:01	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:02:58	2018-09-02 20:03:00	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:55	2018-09-02 20:02:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:55	2018-09-02 20:02:58	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:02:54	2018-09-02 20:02:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:54	2018-09-02 20:02:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:51	2018-09-02 20:02:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:27	2018-09-02 20:02:51	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:26	2018-09-02 20:02:50	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:26	2018-09-02 20:02:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:25	2018-09-02 20:02:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:24	2018-09-02 20:02:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:23	2018-09-02 20:02:45	1
INVOICE	NULL	NULL	2018-09-02 19:02:23	2018-09-02 20:02:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:23	2018-09-02 20:02:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:22	2018-09-02 20:02:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:22	2018-09-02 20:02:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:22	2018-09-02 20:02:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:22	2018-09-02 20:02:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:21	2018-09-02 20:02:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:20	2018-09-02 20:02:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:18	2018-09-02 20:02:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:20	2018-09-02 20:02:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:17	2018-09-02 20:02:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:17	2018-09-02 20:02:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:16	2018-09-02 20:02:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:15	2018-09-02 20:02:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:15	2018-09-02 20:02:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:13	2018-09-02 20:02:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:11	2018-09-02 20:02:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:11	2018-09-02 20:02:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:10	2018-09-02 20:02:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:10	2018-09-02 20:02:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:08	2018-09-02 20:02:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:08	2018-09-02 20:02:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:06	2018-09-02 20:02:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:06	2018-09-02 20:02:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:03	2018-09-02 20:02:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:02:02	2018-09-02 20:02:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:57	2018-09-02 20:02:18	1
INVOICE	NULL	NULL	2018-09-02 19:01:57	2018-09-02 20:02:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:57	2018-09-02 20:02:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:57	2018-09-02 20:02:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:56	2018-09-02 20:02:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:55	2018-09-02 20:02:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:55	2018-09-02 20:02:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:53	2018-09-02 20:02:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:53	2018-09-02 20:02:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:52	2018-09-02 20:02:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:51	2018-09-02 20:02:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:49	2018-09-02 20:02:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:49	2018-09-02 20:02:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:46	2018-09-02 20:02:05	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:45	2018-09-02 20:02:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:42	2018-09-02 20:02:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:41	2018-09-02 20:02:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:38	2018-09-02 20:02:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:01:32	2018-09-02 20:02:00	1
